0.00411522633745	0.00411522633745	0.991769547325	
0.00275482093664	0.00275482093664	0.994490358127	
0.0028328611898	0.99433427762	0.0028328611898	
0.00970873786408	0.78640776699	0.203883495146	
0.0188679245283	0.584905660377	0.396226415094	
0.986928104575	0.00653594771242	0.00653594771242	
0.996569468268	0.00171526586621	0.00171526586621	
0.714637146371	0.284132841328	0.00123001230012	
0.980582524272	0.00970873786408	0.00970873786408	
0.0388692579505	0.00353356890459	0.957597173145	
0.989637305699	0.00518134715026	0.00518134715026	
